;STATION_ID;STATION_NM;DATE_OBS;TMPMAX;Q;TMPMIN;Q.1;TMPMN;Q.2;PRECIP;Q.3;D
64;31960;ВЛАДИВОСТОК;2000-03-05;5.2;0;-4.6;0;-1.8;0;0.0;0;2
65;31960;ВЛАДИВОСТОК;2000-03-06;0.5;0;-2.6;0;-1.3;0;1.3;0;0
66;31960;ВЛАДИВОСТОК;2000-03-07;-1.4;0;-8.9;0;-6.4;0;0.0;0;2
67;31960;ВЛАДИВОСТОК;2000-03-08;-5.9;0;-11.0;0;-8.3;0;0.0;0;2
68;31960;ВЛАДИВОСТОК;2000-03-09;-6.4;0;-13.6;0;-10.0;0;0.0;0;3
69;31960;ВЛАДИВОСТОК;2000-03-10;-0.4;0;-10.0;0;-6.0;0;0.0;0;2
70;31960;ВЛАДИВОСТОК;2000-03-11;1.2;0;-3.8;0;-1.5;0;0.0;0;2
71;31960;ВЛАДИВОСТОК;2000-03-12;2.2;0;-4.4;0;-1.9;0;0.0;0;3
72;31960;ВЛАДИВОСТОК;2000-03-13;-3.0;0;-10.7;0;-7.5;0;1.1;0;0
73;31960;ВЛАДИВОСТОК;2000-03-14;1.9;0;-7.5;0;-4.1;0;0.0;0;2
74;31960;ВЛАДИВОСТОК;2000-03-15;4.5;0;-3.4;0;-0.5;0;0.0;0;2
75;31960;ВЛАДИВОСТОК;2000-03-16;3.2;0;-3.4;0;-0.4;0;0.0;0;3
76;31960;ВЛАДИВОСТОК;2000-03-17;4.6;0;-3.9;0;-0.6;0;0.0;0;2
77;31960;ВЛАДИВОСТОК;2000-03-18;4.9;0;-1.2;0;1.2;0;0.0;0;2
78;31960;ВЛАДИВОСТОК;2000-03-19;2.9;0;-3.0;0;-0.8;0;0.0;0;2
79;31960;ВЛАДИВОСТОК;2000-03-20;4.7;0;-3.0;0;-0.1;0;0.0;0;2
80;31960;ВЛАДИВОСТОК;2000-03-21;3.5;0;-2.4;0;-0.4;0;0.0;0;3
81;31960;ВЛАДИВОСТОК;2000-03-22;3.7;0;-4.3;0;-1.0;0;0.0;0;2
82;31960;ВЛАДИВОСТОК;2000-03-23;2.9;0;-1.5;0;-0.2;0;5.6;0;0
83;31960;ВЛАДИВОСТОК;2000-03-24;2.9;0;-1.5;0;-0.3;0;0.0;0;3
84;31960;ВЛАДИВОСТОК;2000-03-25;1.9;0;-4.5;0;-1.9;0;0.0;0;2
85;31960;ВЛАДИВОСТОК;2000-03-26;3.0;0;-5.5;0;-2.1;0;0.0;0;2
86;31960;ВЛАДИВОСТОК;2000-03-27;2.0;0;-3.9;0;-1.0;0;0.0;0;2
87;31960;ВЛАДИВОСТОК;2000-03-28;2.8;0;-0.9;0;1.3;0;2.2;0;0
88;31960;ВЛАДИВОСТОК;2000-03-29;3.2;0;-2.4;0;-0.3;0;17.2;0;0
89;31960;ВЛАДИВОСТОК;2000-03-30;7.5;0;-1.2;0;2.4;0;0.0;0;2
90;31960;ВЛАДИВОСТОК;2000-03-31;7.3;0;-0.2;0;3.5;0;0.0;0;2
91;31960;ВЛАДИВОСТОК;2000-04-01;6.9;0;0.0;0;2.7;0;0.0;0;2
92;31960;ВЛАДИВОСТОК;2000-04-02;8.2;0;0.2;0;3.4;0;0.0;0;2
93;31960;ВЛАДИВОСТОК;2000-04-03;4.7;0;-0.9;0;1.1;0;0.0;0;2
94;31960;ВЛАДИВОСТОК;2000-04-04;3.9;0;1.0;0;2.0;0;0.8;0;0
95;31960;ВЛАДИВОСТОК;2000-04-05;6.6;0;0.6;0;2.8;0;5.0;0;0
96;31960;ВЛАДИВОСТОК;2000-04-06;7.9;0;-0.2;0;2.6;0;0.0;0;2
97;31960;ВЛАДИВОСТОК;2000-04-07;9.2;0;1.4;0;4.1;0;0.0;0;2
98;31960;ВЛАДИВОСТОК;2000-04-08;10.2;0;0.4;0;4.0;0;0.0;0;2
99;31960;ВЛАДИВОСТОК;2000-04-09;5.1;0;1.0;0;2.8;0;0.0;0;2
100;31960;ВЛАДИВОСТОК;2000-04-10;4.2;0;-1.6;0;1.6;0;8.4;0;0
101;31960;ВЛАДИВОСТОК;2000-04-11;5.1;0;-2.4;0;0.8;0;0.0;0;2
102;31960;ВЛАДИВОСТОК;2000-04-12;12.2;0;0.6;0;5.8;0;0.0;0;2
103;31960;ВЛАДИВОСТОК;2000-04-13;12.2;0;3.8;0;6.9;0;0.1;0;0
104;31960;ВЛАДИВОСТОК;2000-04-14;11.4;0;2.2;0;5.6;0;0.0;0;3
105;31960;ВЛАДИВОСТОК;2000-04-15;9.6;0;-0.5;0;3.8;0;0.0;0;2
106;31960;ВЛАДИВОСТОК;2000-04-16;4.3;0;-2.0;0;0.2;0;0.1;0;0
107;31960;ВЛАДИВОСТОК;2000-04-17;10.2;0;-1.1;0;2.5;0;0.6;0;0
108;31960;ВЛАДИВОСТОК;2000-04-18;11.8;0;-1.3;0;3.9;0;0.0;0;3
109;31960;ВЛАДИВОСТОК;2000-04-19;9.3;0;0.3;0;4.0;0;0.0;0;2
110;31960;ВЛАДИВОСТОК;2000-04-20;2.7;0;-1.7;0;0.0;0;0.0;0;2
111;31960;ВЛАДИВОСТОК;2000-04-21;6.7;0;-0.3;0;3.5;0;4.3;0;0
112;31960;ВЛАДИВОСТОК;2000-04-22;6.9;0;1.3;0;2.6;0;5.5;0;0
113;31960;ВЛАДИВОСТОК;2000-04-23;10.7;0;0.4;0;4.3;0;6.0;0;0
114;31960;ВЛАДИВОСТОК;2000-04-24;10.7;0;1.2;0;5.2;0;2.2;0;0
115;31960;ВЛАДИВОСТОК;2000-04-25;11.4;0;3.0;0;7.1;0;0.0;0;3
116;31960;ВЛАДИВОСТОК;2000-04-26;9.7;0;3.2;0;5.1;0;28.3;0;0
117;31960;ВЛАДИВОСТОК;2000-04-27;6.3;0;2.3;0;4.0;0;10.8;0;0
118;31960;ВЛАДИВОСТОК;2000-04-28;15.3;0;3.7;0;8.1;0;0.0;0;3
119;31960;ВЛАДИВОСТОК;2000-04-29;19.4;0;1.2;0;7.9;0;0.0;0;2
120;31960;ВЛАДИВОСТОК;2000-04-30;15.5;0;4.0;0;6.8;0;0.4;0;0
121;31960;ВЛАДИВОСТОК;2000-05-01;10.0;0;3.5;0;5.7;0;3.5;0;0
122;31960;ВЛАДИВОСТОК;2000-05-02;13.0;0;4.8;0;7.5;0;0.0;0;2
123;31960;ВЛАДИВОСТОК;2000-05-03;15.2;0;4.7;0;7.2;0;0.1;0;0
124;31960;ВЛАДИВОСТОК;2000-05-04;7.7;0;2.9;0;4.2;0;0.0;0;2
125;31960;ВЛАДИВОСТОК;2000-05-05;5.0;0;1.7;0;2.8;0;1.5;0;0
126;31960;ВЛАДИВОСТОК;2000-05-06;8.9;0;3.4;0;6.0;0;24.7;0;0
127;31960;ВЛАДИВОСТОК;2000-05-07;9.5;0;4.6;0;7.3;0;8.6;0;0
128;31960;ВЛАДИВОСТОК;2000-05-08;7.1;0;3.3;0;4.3;0;0.0;0;2
129;31960;ВЛАДИВОСТОК;2000-05-09;16.0;0;4.5;0;9.6;0;0.0;0;2
130;31960;ВЛАДИВОСТОК;2000-05-10;15.5;0;3.5;0;7.1;0;0.0;0;3
131;31960;ВЛАДИВОСТОК;2000-05-11;11.8;0;4.4;0;8.1;0;22.8;0;0
132;31960;ВЛАДИВОСТОК;2000-05-12;10.0;0;3.4;0;4.2;0;1.4;0;0
133;31960;ВЛАДИВОСТОК;2000-05-13;6.2;0;3.1;0;3.9;0;0.0;0;3
134;31960;ВЛАДИВОСТОК;2000-05-14;6.2;0;3.5;0;4.4;0;1.4;0;0
135;31960;ВЛАДИВОСТОК;2000-05-15;17.6;0;4.8;0;9.0;0;0.0;0;2
136;31960;ВЛАДИВОСТОК;2000-05-16;19.0;0;8.5;0;14.1;0;0.0;0;2
137;31960;ВЛАДИВОСТОК;2000-05-17;15.7;0;4.9;0;10.2;0;0.0;0;2
138;31960;ВЛАДИВОСТОК;2000-05-18;10.2;0;4.4;0;5.5;0;0.3;0;0
139;31960;ВЛАДИВОСТОК;2000-05-19;10.4;0;6.2;0;7.0;0;0.0;0;3
140;31960;ВЛАДИВОСТОК;2000-05-20;9.7;0;4.2;0;6.1;0;1.8;0;0
141;31960;ВЛАДИВОСТОК;2000-05-21;12.2;0;6.6;0;9.1;0;0.0;0;2
142;31960;ВЛАДИВОСТОК;2000-05-22;13.6;0;4.9;0;8.0;0;5.6;0;0
143;31960;ВЛАДИВОСТОК;2000-05-23;14.8;0;7.6;0;9.3;0;1.9;0;0
144;31960;ВЛАДИВОСТОК;2000-05-24;20.6;0;6.0;0;11.2;0;0.0;0;3
145;31960;ВЛАДИВОСТОК;2000-05-25;9.6;0;4.6;0;6.4;0;0.3;0;0
146;31960;ВЛАДИВОСТОК;2000-05-26;23.4;0;8.6;0;15.5;0;0.0;0;2
147;31960;ВЛАДИВОСТОК;2000-05-27;22.0;0;10.3;0;14.2;0;1.3;0;0
148;31960;ВЛАДИВОСТОК;2000-05-28;17.4;0;9.4;0;12.2;0;20.1;0;0
149;31960;ВЛАДИВОСТОК;2000-05-29;27.1;0;12.5;0;20.6;0;0.0;0;2
150;31960;ВЛАДИВОСТОК;2000-05-30;24.9;0;16.4;0;20.4;0;1.4;0;0
151;31960;ВЛАДИВОСТОК;2000-05-31;21.9;0;10.8;0;15.5;0;0.0;0;2
152;31960;ВЛАДИВОСТОК;2000-06-01;17.6;0;7.8;0;11.4;0;0.0;0;2
153;31960;ВЛАДИВОСТОК;2000-06-02;20.6;0;7.3;0;12.1;0;0.0;0;3
154;31960;ВЛАДИВОСТОК;2000-06-03;23.8;0;8.3;0;16.1;0;0.0;0;2
155;31960;ВЛАДИВОСТОК;2000-06-04;22.1;0;6.4;0;11.4;0;0.0;0;2
156;31960;ВЛАДИВОСТОК;2000-06-05;11.6;0;6.0;0;8.1;0;1.0;0;0
157;31960;??ЛАДИВОСТОК;2000-06-06;21.0;0;9.2;0;14.8;0;2.8;0;0
158;31960;ВЛАДИВОСТОК;2000-06-07;21.9;0;10.0;0;13.3;0;8.5;0;0
159;31960;ВЛАДИВОСТОК;2000-06-08;11.7;0;9.0;0;10.1;0;41.5;0;0
160;31960;ВЛАДИВОСТОК;2000-06-09;19.4;0;7.5;0;11.3;0;0.0;0;2
161;31960;ВЛАДИВОСТОК;2000-06-10;15.0;0;8.2;0;10.4;0;0.4;0;0
162;31960;ВЛАДИВОСТОК;2000-06-11;21.9;0;8.5;0;14.0;0;0.3;0;0
163;31960;ВЛАДИВОСТОК;2000-06-12;23.6;0;10.8;0;16.2;0;0.0;0;3
164;31960;ВЛАДИВОСТОК;2000-06-13;21.3;0;11.3;0;14.6;0;8.0;0;0
165;31960;ВЛАДИВОСТОК;2000-06-14;19.9;0;10.8;0;14.0;0;0.0;0;2
166;31960;ВЛАДИВОСТОК;2000-06-15;13.9;0;10.3;0;12.1;0;5.5;0;0
167;31960;ВЛАДИВОСТОК;2000-06-16;24.7;0;12.0;0;16.1;0;0.0;0;2
168;31960;ВЛАДИВОСТОК;2000-06-17;26.7;0;15.1;0;21.0;0;0.0;0;2
169;31960;ВЛАДИВОСТОК;2000-06-18;28.1;0;16.3;0;22.3;0;0.0;0;2
170;31960;ВЛАДИВОСТОК;2000-06-19;24.7;0;11.9;0;17.2;0;3.4;0;0
171;31960;ВЛАДИВОСТОК;2000-06-20;22.5;0;10.8;0;14.9;0;0.0;0;2
172;31960;ВЛАДИВ??СТОК;2000-06-21;26.6;0;15.8;0;20.5;0;0.0;0;2
173;31960;ВЛАДИВОСТОК;2000-06-22;24.0;0;13.7;0;16.5;0;0.0;0;2
174;31960;ВЛАДИВОСТОК;2000-06-23;17.9;0;11.5;0;12.9;0;0.5;0;0
175;31960;ВЛАДИВОСТОК;2000-06-24;19.3;0;11.1;0;13.9;0;0.0;0;2
176;31960;ВЛАДИВОСТОК;2000-06-25;17.7;0;10.7;0;12.8;0;0.0;0;2
177;31960;ВЛАДИВОСТОК;2000-06-26;16.2;0;13.4;0;14.3;0;0.5;0;0
178;31960;ВЛАДИВОСТОК;2000-06-27;16.9;0;12.9;0;14.2;0;0.9;0;0
179;31960;ВЛАДИВОСТОК;2000-06-28;20.6;0;13.3;0;15.4;0;0.4;0;0
180;31960;ВЛАДИВОСТОК;2000-06-29;19.2;0;14.5;0;15.7;0;0.3;0;0
181;31960;ВЛАДИВОСТОК;2000-06-30;17.2;0;15.3;0;16.1;0;4.9;0;0
182;31960;ВЛАДИВОСТОК;2000-07-01;16.3;0;13.9;0;14.8;0;0.9;0;0
183;31960;ВЛАДИВОСТОК;2000-07-02;24.8;0;14.2;0;17.9;0;0.4;0;0
184;31960;ВЛАДИВОСТОК;2000-07-03;23.2;0;15.1;0;19.2;0;0.0;0;2
185;31960;ВЛАДИВОСТОК;2000-07-04;19.1;0;13.3;0;15.0;0;0.0;0;2
186;31960;ВЛАДИВОСТОК;2000-07-05;16.8;0;13.6;0;15.3;0;19.0;0;0
187;31960;ВЛАДИВОСТОК;2000-07-06;25.7;0;16.2;0;18.8;0;4.4;0;0
188;31960;ВЛАДИВОСТОК;2000-07-07;22.1;0;15.3;0;17.7;0;3.9;0;0
189;31960;ВЛАДИВОСТОК;2000-07-08;26.3;0;16.3;0;19.0;0;0.0;0;2
190;31960;ВЛАДИВОСТОК;2000-07-09;21.2;0;15.2;0;17.1;0;0.0;0;2
191;31960;ВЛАДИВОСТОК;2000-07-10;20.8;0;17.1;0;17.9;0;1.5;0;0
192;31960;ВЛАДИВОСТОК;2000-07-11;22.0;0;17.5;0;18.8;0;1.1;0;0
193;31960;ВЛАДИВОСТОК;2000-07-12;21.5;0;19.1;0;20.2;0;4.4;0;0
194;31960;ВЛАДИВОСТОК;2000-07-13;29.8;0;20.0;0;23.6;0;0.0;0;2
195;31960;ВЛАДИВОСТОК;2000-07-14;26.7;0;19.5;0;21.7;0;8.8;0;0
196;31960;ВЛАДИВОСТОК;2000-07-15;27.5;0;18.9;0;22.2;0;8.4;0;0
197;31960;ВЛАДИВОСТОК;2000-07-16;25.0;0;19.2;0;21.4;0;0.3;0;0
198;31960;ВЛАДИВОСТОК;2000-07-17;22.5;0;19.1;0;20.8;0;16.0;0;0
199;31960;ВЛАДИВОСТОК;2000-07-18;21.7;0;15.4;0;17.1;0;11.3;0;0
200;31960;ВЛАДИВОСТОК;2000-07-19;18.2;0;14.3;0;15.6;0;13.5;0;0
201;31960;ВЛАДИВОСТОК;2000-07-20;18.1;0;15.9;0;16.9;0;2.9;0;0
202;31960;ВЛАДИВОСТОК;2000-07-21;20.5;0;17.3;0;19.1;0;10.2;0;0
203;31960;ВЛАДИВОСТОК;2000-07-22;24.1;0;16.2;0;19.3;0;32.0;0;0
204;31960;ВЛАДИВОСТОК;2000-07-23;24.6;0;18.1;0;20.3;0;1.8;0;0
205;31960;ВЛАДИВОСТОК;2000-07-24;24.7;0;18.2;0;20.0;0;0.0;0;3
206;31960;ВЛАДИВОСТОК;2000-07-25;24.8;0;16.5;0;20.2;0;0.0;0;2
207;31960;ВЛАДИВОСТОК;2000-07-26;25.9;0;16.6;0;20.6;0;0.0;0;3
208;31960;ВЛАДИВОСТОК;2000-07-27;21.4;0;17.9;0;18.8;0;1.7;0;0
209;31960;ВЛАДИВОСТОК;2000-07-28;21.0;0;17.8;0;18.7;0;25.6;0;0
210;31960;ВЛАДИВОСТОК;2000-07-29;21.0;0;18.6;0;19.3;0;64.5;0;0
211;31960;ВЛАДИВОСТОК;2000-07-30;20.9;0;17.3;0;19.1;0;47.8;0;0
212;31960;ВЛАДИВОСТОК;2000-07-31;19.4;0;17.2;0;17.6;0;51.9;0;0
213;31960;ВЛАДИВОСТОК;2000-08-01;25.2;0;17.0;0;19.7;0;72.4;0;0
214;31960;ВЛАДИВОСТОК;2000-08-02;24.6;0;18.9;0;21.3;0;0.0;0;2
215;31960;ВЛАДИВОСТОК;2000-08-03;23.4;0;17.4;0;19.2;0;0.0;0;2
216;31960;ВЛАДИВОСТОК;2000-08-04;24.2;0;19.0;0;20.5;0;0.0;0;2
217;31960;ВЛАДИВОСТОК;2000-08-05;22.5;0;18.8;0;19.9;0;0.0;0;2
218;31960;ВЛАДИВОСТОК;2000-08-06;21.4;0;18.7;0;19.8;0;0.4;0;0
219;31960;ВЛАДИВОСТОК;2000-08-07;25.4;0;20.0;0;21.7;0;0.3;0;0
220;31960;ВЛАДИВОСТОК;2000-08-08;27.5;0;20.1;0;22.5;0;0.0;0;2
221;31960;ВЛАДИВОСТОК;2000-08-09;23.1;0;19.2;0;20.0;0;0.0;0;2
222;31960;ВЛАДИВОСТОК;2000-08-10;22.4;0;19.5;0;21.0;0;3.3;0;0
223;31960;ВЛАДИВОСТОК;2000-08-11;28.4;0;20.9;0;23.5;0;3.9;0;0
224;31960;ВЛАДИВОСТОК;2000-08-12;27.8;0;18.9;0;22.5;0;0.0;0;2
225;31960;ВЛАДИВОСТОК;2000-08-13;25.3;0;20.1;0;22.2;0;0.0;0;2
226;31960;ВЛАДИВОСТОК;2000-08-14;24.3;0;19.6;0;20.2;0;0.3;0;0
227;31960;ВЛАДИВОСТОК;2000-08-15;21.7;0;19.8;0;20.9;0;3.5;0;0
228;31960;ВЛАДИВОСТОК;2000-08-16;24.1;0;20.8;0;21.7;0;0.3;0;0
229;31960;ВЛАДИВОСТОК;2000-08-17;23.5;0;21.7;0;22.1;0;1.0;0;0
230;31960;ВЛАДИВОСТОК;2000-08-18;25.8;0;21.2;0;22.6;0;4.6;0;0
231;31960;ВЛАДИВОСТОК;2000-08-19;24.8;0;19.5;0;20.9;0;24.6;0;0
232;31960;ВЛАДИВОСТОК;2000-08-20;20.8;0;16.5;0;18.1;0;3.8;0;0
233;31960;ВЛАДИВОСТОК;2000-08-21;20.8;0;16.4;0;17.7;0;83.1;0;0
234;31960;ВЛАДИВОСТОК;2000-08-22;22.6;0;18.3;0;21.0;0;5.6;0;0
235;31960;ВЛАДИВОСТОК;2000-08-23;25.9;0;19.3;0;21.7;0;0.0;0;2
236;31960;ВЛАДИВОСТОК;2000-08-24;25.2;0;19.7;0;22.0;0;0.0;0;2
237;31960;ВЛАДИВОСТОК;2000-08-25;24.7;0;19.6;0;21.0;0;0.0;0;3
238;31960;ВЛАДИВОСТОК;2000-08-26;23.2;0;19.6;0;20.9;0;0.0;0;3
239;31960;ВЛАДИВОСТОК;2000-08-27;24.3;0;19.7;0;21.2;0;0.0;0;2
240;31960;ВЛАДИВОСТОК;2000-08-28;27.1;0;19.3;0;22.3;0;8.6;0;0
241;31960;В??АДИВОСТОК;2000-08-29;26.8;0;19.7;0;21.0;0;0.0;0;2
242;31960;ВЛАДИВОСТОК;2000-08-30;21.8;0;19.6;0;20.2;0;8.9;0;0
243;31960;ВЛАДИВОСТОК;2000-08-31;23.6;0;19.8;0;21.2;0;0.0;0;2
244;31960;ВЛАДИВОСТОК;2000-09-01;21.6;0;19.4;0;20.6;0;91.1;0;0
245;31960;ВЛАДИВОСТОК;2000-09-02;26.6;0;18.0;0;20.8;0;9.9;0;0
246;31960;ВЛАДИВОСТОК;2000-09-03;25.8;0;18.5;0;21.0;0;0.0;0;2
247;31960;ВЛАДИВОСТОК;2000-09-04;21.2;0;18.0;0;19.0;0;0.0;0;2
248;31960;ВЛАДИВОСТОК;2000-09-05;18.8;0;15.5;0;16.6;0;1.7;0;0
249;31960;ВЛАДИВОСТОК;2000-09-06;15.8;0;9.9;0;12.2;0;21.9;0;0
250;31960;ВЛАДИВОСТОК;2000-09-07;20.1;0;9.3;0;13.6;0;0.0;0;3
251;31960;ВЛАДИВОСТОК;2000-09-08;20.8;0;13.9;0;17.2;0;0.0;0;2
252;31960;ВЛАДИВОСТОК;2000-09-09;20.2;0;13.5;0;16.3;0;0.0;0;2
253;31960;ВЛАДИВОСТОК;2000-09-10;20.6;0;14.3;0;16.7;0;0.0;0;2
254;31960;ВЛАДИВОСТОК;2000-09-11;19.4;0;14.8;0;17.0;0;0.0;0;2
255;31960;ВЛАДИВОСТОК;2000-09-12;20.3;0;11.2;0;15.6;0;0.0;0;2
256;31960;ВЛАДИВОСТОК;2000-09-13;19.5;0;12.2;0;15.2;0;0.0;0;2
257;31960;ВЛАДИВОСТОК;2000-09-14;20.2;0;13.2;0;16.1;0;0.0;0;2
258;31960;ВЛАДИВОСТОК;2000-09-15;19.3;0;13.7;0;15.6;0;0.9;0;0
259;31960;ВЛАДИВОСТОК;2000-09-16;15.7;0;12.0;0;13.2;0;54.5;0;0
260;31960;ВЛАДИВОСТОК;2000-09-17;16.2;0;12.9;0;14.1;0;21.1;0;0
